timestamp,user_id,user_role,lead_row_id,field_changed,old_value,new_value
2026-04-16T08:51:14.578Z,sr06,sales_rep,spsjfu8qw9,updated,,"call_status,remarks"
2026-04-16T08:52:52.301Z,sr06,sales_rep,46cv7nwi5r,updated,,"call_status,remarks"
2026-04-16T08:54:09.830Z,sr07,sales_rep,sg0c0pwjrg,updated,,remarks
2026-04-16T08:54:17.602Z,sr07,sales_rep,sg0c0pwjrg,updated,,call_status
2026-04-16T08:54:58.225Z,sr06,sales_rep,00odwoqrfh,updated,,"lead_quality,call_status,remarks"
2026-04-16T08:56:45.095Z,sr07,sales_rep,ucqqus4mk7,updated,,"remarks,call_status"
2026-04-16T08:56:47.660Z,sr06,sales_rep,gynu0vqraf,updated,,remarks
2026-04-16T11:54:45.020Z,sr07,sales_rep,sxnm3pmlvn,updated,,"remarks,lead_quality,meaningful_connect,call_status,lead_status"
2026-04-16T11:58:58.851Z,sr07,sales_rep,hvp93rjmc7,updated,,"call_status,remarks"
2026-04-16T12:01:20.353Z,sr07,sales_rep,tdxeuqunt9,updated,,"remarks,call_status"
2026-04-16T12:02:37.593Z,sr07,sales_rep,wed9ib92l6,updated,,"remarks,call_status"
2026-04-16T12:04:12.761Z,sr07,sales_rep,hdnc7pnl2k,updated,,"remarks,meaningful_connect,lead_quality,lead_status,call_status"
2026-04-16T12:08:46.230Z,sr07,sales_rep,0auonaahni,updated,,"remarks,call_status"
2026-04-17T11:23:24.618Z,sr09,sales_rep,gsmhbqdu5k,updated,,"lead_status,remarks"
2026-04-17T11:24:02.475Z,sr09,sales_rep,vec1m4f893,updated,,"remarks,lead_quality,lead_status"
2026-04-17T11:24:07.280Z,sr09,sales_rep,vec1m4f893,updated,,call_status
2026-04-17T11:48:57.345Z,sr09,sales_rep,bzg8b48zrb,updated,,remarks
2026-04-17T11:49:20.064Z,sr09,sales_rep,mizk78dgcl,updated,,next_followup_date
2026-04-17T12:08:40.107Z,sr09,sales_rep,d0j952txj7,updated,,"meaningful_connect,lead_quality,lead_status,next_followup_date,remarks"
2026-04-17T12:11:00.609Z,sr09,sales_rep,pjk9tcyok9,updated,,"remarks,next_followup_date"
2026-04-17T12:11:54.330Z,sr09,sales_rep,ummiipghit,updated,,remarks
2026-04-17T12:16:27.975Z,sr09,sales_rep,s1z63oefq0,updated,,"remarks,lead_status,lead_quality"
2026-04-17T12:28:54.736Z,sr09,sales_rep,yrzac7sslq,updated,,"lead_quality,meaningful_connect,lead_status,remarks"
2026-04-17T12:30:45.795Z,sr09,sales_rep,e98g3c9t8z,updated,,"remarks,next_followup_date"
2026-04-17T12:31:42.973Z,sr09,sales_rep,4p2i1qjx1j,updated,,"remarks,lead_status"
2026-04-17T12:33:15.555Z,sr09,sales_rep,g8f2ld9uci,updated,,"call_status,lead_status,remarks"
2026-04-17T12:33:30.891Z,sr09,sales_rep,kj10iy2xkz,updated,,next_followup_date
2026-04-17T12:35:30.384Z,sr09,sales_rep,glr89iuz1r,updated,,"remarks,next_followup_date,meaningful_connect,lead_quality,call_status,lead_status"
2026-04-17T12:37:44.130Z,sr09,sales_rep,0cjohfodpd,updated,,"remarks,meaningful_connect,lead_quality,call_status,lead_status"
2026-04-17T12:39:04.383Z,sr09,sales_rep,wum77f7oub,updated,,"remarks,call_status"
2026-04-17T12:39:36.928Z,sr09,sales_rep,wum77f7oub,updated,,remarks
2026-04-17T12:42:02.237Z,sr09,sales_rep,8j53oc2xnf,updated,,"call_status,next_followup_date,remarks"
2026-04-21T10:12:23.848Z,sr07,sales_rep,00wpbd19wa,updated,,"remarks,call_status"
2026-04-21T10:37:06.305Z,sr07,sales_rep,515asjce12,updated,,remarks
